NAME OF COMPANY, DATE OF LISTING,SYMBOL, SERIES, ISIN NUMBER, PAID UP VALUE, MARKET LOT, FACE VALUE
Indian Oil Corporation Limited,24-Jul-96,IOC,EQ,INE242A01010,10,1,10
IOL Chemicals and Pharmaceuticals Limited,8-Nov-10,IOLCP,EQ,INE485C01011,10,1,10
International Paper APPM Limited,13-May-04,IPAPPM,EQ,INE435A01028,10,1,10
IPCA Laboratories Limited,8-Feb-95,IPCALAB,EQ,INE571A01020,2,1,2
IRB Infrastructure Developers Limited,25-Feb-08,IRB,EQ,INE821I01014,10,1,10
ICICI Securities Limited,4-Apr-18,ISEC,EQ,INE763G01038,5,1,5
Intrasoft Technologies Limited,12-Apr-10,ISFT,EQ,INE566K01011,10,1,10
ISMT Limited,28-Aug-07,ISMTLTD,EQ,INE732F01019,5,1,5
ITC Limited,23-Aug-95,ITC,EQ,INE154A01025,1,1,1
India Tourism Development Corporation Limited,30-Dec-16,ITDC,EQ,INE353K01014,10,1,10
ITD Cementation India Limited,10-Feb-99,ITDCEM,EQ,INE686A01026,1,1,1
ITI Limited,15-Sep-03,ITI,EQ,INE248A01017,10,1,10
IL&FS Investment Managers Limited,15-Sep-99,IVC,EQ,INE050B01023,2,1,2
IVP Limited,13-Sep-95,IVP,EQ,INE043C01018,10,1,10
IVRCL Limited,8-Mar-00,IVRCLINFRA,BE,INE875A01025,2,1,2
IZMO Limited,5-Feb-07,IZMO,EQ,INE848A01014,10,1,10
The Jammu & Kashmir Bank Limited,22-Jul-98,J&KBANK,EQ,INE168A01041,1,1,1
Jagran Prakashan Limited,22-Feb-06,JAGRAN,EQ,INE199G01027,2,1,2
Jagsonpal Pharmaceuticals Limited,1-Mar-00,JAGSNPHARM,EQ,INE048B01027,5,1,5
Jai Balaji Industries Limited,9-Dec-03,JAIBALAJI,EQ,INE091G01018,10,1,10
Jai Corp Limited,26-Nov-97,JAICORPLTD,EQ,INE070D01027,1,1,1
Jaihind Projects Limited,29-Feb-12,JAIHINDPRO,EQ,INE343D01010,10,1,10
Jain Studios Limited,19-Nov-97,JAINSTUDIO,BE,INE486B01011,10,1,10
Jamna Auto Industries Limited,10-Dec-10,JAMNAAUTO,EQ,INE039C01032,1,1,1
Jayant Agro Organics Limited,17-Apr-96,JAYAGROGN,EQ,INE785A01026,5,1,5
Jay Bharat Maruti Limited,3-Jan-96,JAYBARMARU,EQ,INE571B01028,5,1,5
Jayaswal Neco Industries Limited,10-May-95,JAYNECOIND,EQ,INE854B01010,10,1,10
Jayshree Tea & Industries Limited,15-Feb-95,JAYSREETEA,EQ,INE364A01020,5,1,5
JB Chemicals & Pharmaceuticals Limited,29-Apr-03,JBCHEPHARM,EQ,INE572A01028,2,1,2
JBF Industries Limited,25-Feb-04,JBFIND,BE,INE187A01017,10,1,10
JBM Auto Limited,17-Dec-04,JBMA,EQ,INE927D01028,5,1,5
Johnson Controls – Hitachi Air Conditioning India Limited,3-Jan-00,JCHAC,EQ,INE782A01015,10,1,10
Jet Airways (India) Limited,14-Mar-05,JETAIRWAYS,EQ,INE802G01018,10,1,10
JHS Svendgaard Laboratories Limited,21-Oct-06,JHS,EQ,INE544H01014,10,1,10
JIK Industries Limited,26-Nov-08,JIKIND,BE,INE026B01049,10,1,10
Jindal Photo Limited,7-Apr-05,JINDALPHOT,EQ,INE796G01012,10,1,10
Jindal Poly Films Limited,21-Jan-02,JINDALPOLY,EQ,INE197D01010,10,1,10
Jindal Saw Limited,29-Apr-03,JINDALSAW,EQ,INE324A01024,2,1,2
Jindal Steel & Power Limited,29-Dec-99,JINDALSTEL,EQ,INE749A01030,1,1,1
Jindal Cotex Limited,22-Sep-09,JINDCOT,EQ,INE904J01016,10,1,10
Jindal Drilling And Industries Limited,22-Dec-06,JINDRILL,EQ,INE742C01031,5,1,5
Jindal Worldwide Limited,25-Nov-10,JINDWORLD,EQ,INE247D01021,5,1,5
Jain Irrigation Systems Limited,30-Nov-11,JISLDVREQS,EQ,IN9175A01010,2,1,2
Jain Irrigation Systems Limited,13-Aug-01,JISLJALEQS,EQ,INE175A01038,2,1,2
JITF Infralogistics Limited,27-Feb-17,JITFINFRA,BE,INE863T01013,2,1,2
JK Cement Limited,14-Mar-06,JKCEMENT,EQ,INE823G01014,10,1,10
J.Kumar Infraprojects Limited,12-Feb-08,JKIL,EQ,INE576I01022,5,1,5
JK Lakshmi Cement Limited,19-Jun-06,JKLAKSHMI,EQ,INE786A01032,5,1,5
JK Paper Limited,16-Jun-05,JKPAPER,EQ,INE789E01012,10,1,10
JK Tyre & Industries Limited,19-Mar-07,JKTYRE,EQ,INE573A01042,2,1,2
Jullundur Motor Agency (Delhi) Limited,16-Mar-15,JMA,EQ,INE412C01015,10,1,10
JMC Projects (India)  Limited,26-Nov-07,JMCPROJECT,EQ,INE890A01016,10,1,10
JM Financial Limited,10-Oct-06,JMFINANCIL,EQ,INE780C01023,1,1,1
JMT Auto Limited,2-Apr-07,JMTAUTOLTD,BE,INE988E01036,1,1,1
Jocil Limited,8-Oct-08,JOCIL,EQ,INE839G01010,10,1,10
Jaiprakash Associates Limited,14-Jun-04,JPASSOCIAT,EQ,INE455F01025,2,1,2
Jaypee Infratech Limited,21-May-10,JPINFRATEC,BE,INE099J01015,10,1,10
Jindal Poly Investment and Finance Company Limited,11-Nov-13,JPOLYINVST,EQ,INE147P01019,10,1,10
Jaiprakash Power Ventures Limited,18-Apr-05,JPPOWER,EQ,INE351F01018,10,1,10
Jindal Stainless Limited,17-Nov-03,JSL,EQ,INE220G01021,2,1,2
Jindal Stainless (Hisar) Limited,28-Jan-16,JSLHISAR,EQ,INE455T01018,2,1,2
JSW Energy Limited,4-Jan-10,JSWENERGY,EQ,INE121E01018,10,1,10
JSW Holdings Limited,21-Jun-05,JSWHL,EQ,INE824G01012,10,1,10
JSW Steel Limited,23-Mar-05,JSWSTEEL,EQ,INE019A01038,1,1,1
Jtekt India Limited,12-Jan-04,JTEKTINDIA,EQ,INE643A01035,1,1,1
Jubilant Life Sciences Limited,16-Jun-03,JUBILANT,EQ,INE700A01033,1,1,1
Jubilant Foodworks Limited,8-Feb-10,JUBLFOOD,EQ,INE797F01012,10,1,10
Jubilant Industries Limited,14-Feb-11,JUBLINDS,EQ,INE645L01011,10,1,10
Just Dial Limited,5-Jun-13,JUSTDIAL,EQ,INE599M01018,10,1,10
JVL Agro Industries Limited,17-Jun-11,JVLAGRO,EQ,INE430G01026,1,1,1
Jyothy Laboratories Limited,19-Dec-07,JYOTHYLAB,EQ,INE668F01031,1,1,1
Jyoti Structures Limited,19-Jul-95,JYOTISTRUC,BZ,INE197A01024,2,1,2
Kabra Extrusion Technik Limited,6-Sep-95,KABRAEXTRU,EQ,INE900B01029,5,1,5
Kajaria Ceramics Limited,1-Jun-04,KAJARIACER,EQ,INE217B01036,1,1,1
Kakatiya Cement Sugar & Industries Limited,13-Dec-95,KAKATCEM,EQ,INE437B01014,10,1,10
Kalpataru Power Transmission Limited,15-Dec-00,KALPATPOWR,EQ,INE220B01022,2,1,2
Kalyani Commercials Limited,13-Feb-17,KALYANI,BE,INE610E01010,10,1,10
Kalyani Forge Limited,20-Dec-07,KALYANIFRG,BE,INE314G01014,10,1,10
Kamat Hotels (I) Limited,29-May-96,KAMATHOTEL,EQ,INE967C01018,10,1,10
Kamdhenu Limited,9-May-06,KAMDHENU,EQ,INE390H01012,10,1,10
Kanani Industries Limited,14-Dec-11,KANANIIND,EQ,INE879E01037,1,1,1
Kanoria Chemicals & Industries Limited,8-Feb-95,KANORICHEM,EQ,INE138C01024,5,1,5
Kansai Nerolac Paints Limited,15-Sep-03,KANSAINER,EQ,INE531A01024,1,1,1
Karda Constructions Limited,2-Apr-18,KARDA,EQ,INE278R01018,10,1,10
Karma Energy Limited,28-Jun-11,KARMAENG,BE,INE725L01011,10,1,10
Karur Vysya Bank Limited,26-Jul-00,KARURVYSYA,EQ,INE036D01028,2,1,2
Kaushalya Infrastructure Development Corporation Limited,14-Dec-07,KAUSHALYA,EQ,INE234I01010,10,1,10
Kavveri Telecom Products Limited,29-Jan-08,KAVVERITEL,EQ,INE641C01019,10,1,10
Kaya Limited,14-Aug-15,KAYA,EQ,INE587G01015,10,1,10
KCP Limited,9-Apr-97,KCP,EQ,INE805C01028,1,1,1
KCP Sugar and Industries Corporation Limited,11-Jun-97,KCPSUGIND,EQ,INE790B01024,1,1,1
KDDL Limited,23-Mar-16,KDDL,EQ,INE291D01011,10,1,10
KEC International Limited,10-Mar-06,KEC,EQ,INE389H01022,2,1,2
Kirloskar Electric Company Limited,9-Mar-10,KECL,EQ,INE134B01017,10,1,10
KEI Industries Limited,23-Mar-06,KEI,EQ,INE878B01027,2,1,2
Kellton Tech Solutions Limited,2-Mar-16,KELLTONTEC,EQ,INE164B01022,5,1,5
Kernex Microsystems (India) Limited,20-Dec-05,KERNEX,BE,INE202H01019,10,1,10
Kesar Enterprises Limited,2-Jan-07,KESARENT,EQ,INE133B01019,10,1,10
Kesoram Industries Limited,6-Sep-95,KESORAMIND,EQ,INE087A01019,10,1,10
Keynote Corporate Services Limited,26-Jun-96,KEYCORPSER,EQ,INE681C01015,10,1,10
Karuturi Global Limited,3-May-07,KGL,BE,INE299C01024,1,1,1
Khadim India Limited,14-Nov-17,KHADIM,EQ,INE834I01025,10,1,10
Khaitan Electricals Limited,28-Jun-00,KHAITANELE,BE,INE761A01019,10,1,10
Khaitan (India) Limited,20-Dec-95,KHAITANLTD,EQ,INE731C01018,10,1,10
Khandwala Securities Limited,7-Feb-01,KHANDSE,BE,INE060B01014,10,1,10
Kalyani Investment Company Limited,14-Jan-11,KICL,EQ,INE029L01018,10,1,10
Kilitch Drugs (India) Limited,29-Sep-10,KILITCH,EQ,INE729D01010,10,1,10
Kingfa Science & Technology (India) Limited,15-Nov-16,KINGFA,EQ,INE473D01015,10,1,10
KIOCL Limited,29-Nov-16,KIOCL,EQ,INE880L01014,10,1,10
Kiri Industries Limited,22-Apr-08,KIRIINDUS,EQ,INE415I01015,10,1,10
Kirloskar Brothers Limited,20-Apr-10,KIRLOSBROS,EQ,INE732A01036,2,1,2
Kirloskar Oil Engines Limited,24-Dec-10,KIRLOSENG,EQ,INE146L01010,2,1,2
Kirloskar Industries Limited,24-Jun-10,KIRLOSIND,EQ,INE250A01039,10,1,10
Kitex Garments Limited,25-Sep-12,KITEX,EQ,INE602G01020,1,1,1
Kewal Kiran Clothing Limited,13-Apr-06,KKCL,EQ,INE401H01017,10,1,10
K.M.Sugar Mills Limited,31-May-07,KMSUGAR,EQ,INE157H01023,2,1,2
KNR Constructions Limited,18-Feb-08,KNRCON,EQ,INE634I01029,2,1,2
Kohinoor Foods Limited,20-Oct-99,KOHINOOR,EQ,INE080B01012,10,1,10
Kokuyo Camlin Limited,28-Jul-08,KOKUYOCMLN,EQ,INE760A01029,1,1,1
Kolte - Patil Developers Limited,13-Dec-07,KOLTEPATIL,EQ,INE094I01018,10,1,10
Kopran Limited,9-Jun-99,KOPRAN,EQ,INE082A01010,10,1,10
Kotak Mahindra Bank Limited,20-Dec-95,KOTAKBANK,EQ,INE237A01028,5,1,5
Kothari Sugars And Chemicals Limited,13-Dec-04,KOTARISUG,EQ,INE419A01022,10,1,10
Kothari Petrochemicals Limited,2-Nov-96,KOTHARIPET,EQ,INE720A01015,10,1,10
Kothari Products Limited,3-Jun-98,KOTHARIPRO,EQ,INE823A01017,10,1,10
KPIT Technologies Limited,24-Nov-99,KPIT,EQ,INE836A01035,2,1,2
K.P.R. Mill Limited,28-Aug-07,KPRMILL,EQ,INE930H01023,5,1,5
KRBL Limited,21-Jan-02,KRBL,EQ,INE001B01026,1,1,1
Krebs Biochemicals and Industries Limited,3-Jan-96,KREBSBIO,EQ,INE268B01013,10,1,10
Kridhan Infra Limited,11-Dec-15,KRIDHANINF,EQ,INE524L01026,2,1,2
KSB Pumps Limited,8-Feb-95,KSBPUMPS,EQ,INE999A01015,10,1,10
Kaveri Seed Company Limited,4-Oct-07,KSCL,EQ,INE455I01029,2,1,2
KSS Limited,5-Oct-06,KSERASERA,BE,INE216D01026,1,1,1
KSK Energy Ventures Limited,14-Jul-08,KSK,BE,INE143H01015,10,1,10
Kalyani Steels Limited,19-May-10,KSL,EQ,INE907A01026,5,1,5
Kesar Terminals & Infrastructure Limited,22-Dec-10,KTIL,EQ,INE096L01025,5,1,5
The Karnataka Bank Limited,10-May-00,KTKBANK,EQ,INE614B01018,10,1,10
kwality limited,5-Jul-11,KWALITY,EQ,INE775B01025,1,1,1
L&T Finance Holdings Limited,12-Aug-11,L&TFH,EQ,INE498L01015,10,1,10
Lakshmi Precision Screws Limited,26-Sep-06,LAKPRE,EQ,INE651C01018,10,1,10
Lakshmi Energy and Foods Limited,6-Feb-07,LAKSHMIEFL,BE,INE992B01026,2,1,2
Lakshmi Vilas Bank Limited,21-Jun-00,LAKSHVILAS,EQ,INE694C01018,10,1,10
Dr. Lal Path Labs Ltd.,23-Dec-15,LALPATHLAB,EQ,INE600L01024,10,1,10
Lambodhara Textiles Limited,4-Feb-15,LAMBODHARA,EQ,INE112F01022,5,1,5
La Opala RG Limited,16-Mar-07,LAOPALA,EQ,INE059D01020,2,1,2
Lasa Supergenerics Limited,21-Sep-17,LASA,EQ,INE670X01014,10,1,10
Laurus Labs Limited,19-Dec-16,LAURUSLABS,EQ,INE947Q01010,10,1,10
Lakshmi Machine Works Limited,29-Mar-95,LAXMIMACH,EQ,INE269B01029,10,1,10
LEEL Electricals Limited,30-Apr-97,LEEL,EQ,INE245C01019,10,1,10
Lemon Tree Hotels Limited,9-Apr-18,LEMONTREE,EQ,INE970X01018,10,1,10
Lakshmi Finance & Industrial Corporation Limited,15-Apr-15,LFIC,BE,INE850E01012,10,1,10
LG Balakrishnan & Bros Limited,30-Mar-10,LGBBROSLTD,EQ,INE337A01034,10,1,10
LGB Forge Limited,1-Aug-08,LGBFORGE,BE,INE201J01017,1,1,1
Liberty Shoes Limited,27-Sep-95,LIBERTSHOE,EQ,INE557B01019,10,1,10
LIC Housing Finance Limited,29-Jul-98,LICHSGFIN,EQ,INE115A01026,2,1,2
Lincoln Pharmaceuticals Limited,17-Dec-15,LINCOLN,EQ,INE405C01035,10,1,10
Linc Pen & Plastics Limited,9-Mar-15,LINCPEN,EQ,INE802B01019,10,1,10
Linde India Limited,16-Jun-99,LINDEINDIA,EQ,INE473A01011,10,1,10
Lokesh Machines Limited,5-May-06,LOKESHMACH,EQ,INE397H01017,10,1,10
Lotus Eye Hospital and Institute Limited,11-Jul-08,LOTUSEYE,EQ,INE947I01017,10,1,10
Lovable Lingerie Limited,24-Mar-11,LOVABLE,EQ,INE597L01014,10,1,10
Landmark Property Development Company Limited,12-Aug-08,LPDC,EQ,INE197J01017,1,1,1
Lloyds Steels Industries Limited,18-Jul-16,LSIL,EQ,INE093R01011,1,1,1
Larsen & Toubro Limited,23-Jun-04,LT,EQ,INE018A01030,2,1,2
Larsen & Toubro Infotech Limited,21-Jul-16,LTI,EQ,INE214T01019,1,1,1
L&T Technology Services Limited,23-Sep-16,LTTS,EQ,INE010V01017,2,1,2
Lumax Industries Limited,6-Sep-95,LUMAXIND,EQ,INE162B01018,10,1,10
Lumax Auto Technologies Limited,16-Jan-07,LUMAXTECH,EQ,INE872H01027,2,1,2
Lupin Limited,10-Sep-01,LUPIN,EQ,INE326A01037,2,1,2
Lux Industries Limited,30-Nov-15,LUXIND,EQ,INE150G01020,2,1,2
Lycos Internet Limited,8-May-15,LYCOS,EQ,INE425B01027,2,1,2
Lyka Labs Limited,8-Feb-95,LYKALABS,EQ,INE933A01014,10,1,10
Lypsa Gems & Jewellery Limited,5-Nov-13,LYPSAGEMS,EQ,INE142K01011,10,1,10
Mahindra & Mahindra Limited,3-Jan-96,M&M,EQ,INE101A01026,5,1,5
Mahindra & Mahindra Financial Services Limited,17-Mar-06,M&MFIN,EQ,INE774D01024,2,1,2
Maan Aluminium Limited,22-Oct-07,MAANALU,EQ,INE215I01019,10,1,10
Madhav Marbles and Granites Limited,20-Dec-07,MADHAV,EQ,INE925C01016,10,1,10
Madhucon Projects Limited,5-Oct-06,MADHUCON,EQ,INE378D01032,1,1,1
Madras Fertilizers Limited,25-Jul-97,MADRASFERT,EQ,INE414A01015,10,1,10
Magadh Sugar & Energy Limited,28-Jul-17,MAGADSUGAR,EQ,INE347W01011,10,1,10
Magma Fincorp Limited,27-Apr-04,MAGMA,EQ,INE511C01022,2,1,2
Magnum Ventures Limited,20-Sep-07,MAGNUM,BE,INE387I01016,10,1,10
Bank of Maharashtra,12-Apr-04,MAHABANK,EQ,INE457A01014,10,1,10
Maha Rashtra Apex Corporation Limited,21-Jan-98,MAHAPEXLTD,BE,INE843B01013,10,1,10
Mahamaya Steel Industries Limited,1-Jul-16,MAHASTEEL,EQ,INE451L01014,10,1,10
Mahindra CIE Automotive Limited,30-Aug-07,MAHINDCIE,EQ,INE536H01010,10,1,10
Mahindra Lifespace Developers Limited,10-May-00,MAHLIFE,EQ,INE813A01018,10,1,10
Mahindra Logistics Limited,10-Nov-17,MAHLOG,EQ,INE766P01016,10,1,10
Maharashtra Scooters Limited,8-Feb-95,MAHSCOOTER,EQ,INE288A01013,10,1,10
Maharashtra Seamless Limited,25-Aug-04,MAHSEAMLES,EQ,INE271B01025,5,1,5
Maithan Alloys Limited,5-Jul-11,MAITHANALL,EQ,INE683C01011,10,1,10
Majesco Limited,19-Aug-15,MAJESCO,EQ,INE898S01029,5,1,5
Malu Paper Mills Limited,5-Apr-06,MALUPAPER,EQ,INE383H01017,10,1,10
Manaksia Aluminium Company Limited,30-Mar-15,MANAKALUCO,EQ,INE859Q01017,1,1,1
Manaksia Coated Metals & Industries Limited,30-Mar-15,MANAKCOAT,EQ,INE830Q01018,1,1,1
Manaksia Limited,8-Jan-08,MANAKSIA,EQ,INE015D01022,2,1,2
Manaksia Steels Limited,30-Mar-15,MANAKSTEEL,EQ,INE824Q01011,1,1,1
Manali Petrochemicals Limited,6-Dec-06,MANALIPETC,EQ,INE201A01024,5,1,5
Manappuram Finance Limited,1-Dec-14,MANAPPURAM,EQ,INE522D01027,2,1,2
Mandhana Industries Limited,19-May-10,MANDHANA,BE,INE087J01010,10,1,10
Mangalam Drugs And Organics Limited,23-May-05,MANGALAM,EQ,INE584F01014,10,1,10
Mangalore Chemicals & Fertilizers Limited,22-Oct-07,MANGCHEFER,EQ,INE558B01017,10,1,10
Mangalam Cement Limited,3-Jan-96,MANGLMCEM,EQ,INE347A01017,10,1,10
Mangalam Timber Products Limited,27-Jul-95,MANGTIMBER,EQ,INE805B01012,10,1,10
Man Industries (India) Limited,24-Jun-05,MANINDS,EQ,INE993A01026,5,1,5
Man Infraconstruction Limited,11-Mar-10,MANINFRA,EQ,INE949H01023,2,1,2
Manpasand Beverages Limited,9-Jul-15,MANPASAND,EQ,INE122R01018,10,1,10
Manugraph India Limited,14-Sep-06,MANUGRAPH,BE,INE867A01022,2,1,2
Maral Overseas Limited,8-Feb-95,MARALOVER,EQ,INE882A01013,10,1,10
Marathon Nextgen Realty Limited,29-Sep-16,MARATHON,EQ,INE182D01020,5,1,5
Marico Limited,1-May-96,MARICO,EQ,INE196A01026,1,1,1
Marksans Pharma Limited,21-Jan-02,MARKSANS,EQ,INE750C01026,1,1,1
Maruti Suzuki India Limited,9-Jul-03,MARUTI,EQ,INE585B01010,5,1,5
MAS Financial Services Limited,18-Oct-17,MASFIN,EQ,INE348L01012,10,1,10
Mastek Limited,10-May-95,MASTEK,EQ,INE759A01021,5,1,5
Matrimony.Com Limited,21-Sep-17,MATRIMONY,EQ,INE866R01028,5,1,5
Mawana Sugars Limited,20-Mar-09,MAWANASUG,EQ,INE636A01039,10,1,10
Max India Limited,14-Jul-16,MAXINDIA,EQ,INE153U01017,2,1,2
Max Ventures and Industries Limited,22-Jun-16,MAXVIL,EQ,INE154U01015,10,1,10
Mayur Uniquoters Ltd,25-Sep-12,MAYURUNIQ,EQ,INE040D01038,5,1,5
Mazda Limited,1-Nov-16,MAZDA,EQ,INE885E01034,10,1,10
Mcnally Bharat Engineering Company Limited,6-Oct-06,MBECL,BE,INE748A01016,10,1,10
MBL Infrastructures Limited,11-Jan-10,MBLINFRA,EQ,INE912H01013,10,1,10
McDowell Holdings Limited,30-May-07,MCDHOLDING,EQ,INE836H01014,10,1,10
United Spirits Limited,27-Sep-01,MCDOWELL-N,EQ,INE854D01024,2,1,2
Mcleod Russel India Limited,29-Jul-05,MCLEODRUSS,EQ,INE942G01012,5,1,5
Multi Commodity Exchange of India Limited,9-Mar-12,MCX,EQ,INE745G01035,10,1,10
Megasoft Limited,19-Jul-07,MEGASOFT,EQ,INE933B01012,10,1,10
Meghmani Organics Limited,28-Jun-07,MEGH,EQ,INE974H01013,1,1,1
Melstar Information Technologies Limited,7-Mar-00,MELSTAR,BE,INE817A01019,10,1,10
Menon Bearings Limited,9-Mar-15,MENONBE,EQ,INE071D01033,1,1,1
MEP Infrastructure Developers Limited,6-May-15,MEP,EQ,INE776I01010,10,1,10
Mercator Limited,20-Jun-05,MERCATOR,EQ,INE934B01028,1,1,1
Merck Limited,24-Apr-96,MERCK,EQ,INE199A01012,10,1,10
Metalyst Forgings Limited,23-Aug-95,METALFORGE,BE,INE425A01011,10,1,10
Metkore Alloys & Industries Limited,30-Jun-08,METKORE,BE,INE592I01029,2,1,2
Max Financial Services Limited,17-May-00,MFSL,EQ,INE180A01020,2,1,2
Mahanagar Gas Limited,1-Jul-16,MGL,EQ,INE002S01010,10,1,10
Mahindra Holidays & Resorts India Limited,16-Jul-09,MHRIL,EQ,INE998I01010,10,1,10
MIC Electronics Limited,30-May-07,MIC,EQ,INE287C01029,2,1,2
Mishra Dhatu Nigam Limited,4-Apr-18,MIDHANI,EQ,INE099Z01011,10,1,10
Minda Corporation Limited,16-Oct-14,MINDACORP,EQ,INE842C01021,2,1,2
Minda Industries Limited,2-Feb-07,MINDAIND,EQ,INE405E01023,2,1,2
Mindteck (India) Limited,2-Aug-16,MINDTECK,EQ,INE110B01017,10,1,10
MindTree Limited,7-Mar-07,MINDTREE,EQ,INE018I01017,10,1,10
MIRC Electronics Limited,24-May-04,MIRCELECTR,EQ,INE831A01028,1,1,1
Mirza International Limited,28-Apr-99,MIRZAINT,EQ,INE771A01026,2,1,2
MM Forgings Limited,20-Dec-06,MMFL,EQ,INE227C01017,10,1,10
MMTC Limited,9-Apr-12,MMTC,EQ,INE123F01029,1,1,1
Modi Rubber Limited,7-Feb-96,MODIRUBBER,BE,INE832A01018,10,1,10
Mohit Industries Limited,14-Mar-13,MOHITIND,EQ,INE954E01012,10,1,10
Mohota Industries Limited,10-Apr-96,MOHOTAIND,EQ,INE313D01013,10,100,10
MOIL Limited,15-Dec-10,MOIL,EQ,INE490G01020,10,1,10
Mold-Tek Technologies Limited,7-Jul-16,MOLDTECH,EQ,INE835B01035,2,1,2
Mold-Tek Packaging Limited,23-Feb-15,MOLDTKPAC,EQ,INE893J01029,5,1,5
Monsanto India Limited,19-Jan-00,MONSANTO,EQ,INE274B01011,10,1,10
Monte Carlo Fashions Limited,19-Dec-14,MONTECARLO,EQ,INE950M01013,10,1,10
Morarjee Textiles Limited,14-Sep-12,MORARJEE,EQ,INE161G01027,7,1,7
Morepen Laboratories Limited,24-Nov-99,MOREPENLAB,EQ,INE083A01026,2,1,2
Moser-Baer (I) Limited,2-May-03,MOSERBAER,BZ,INE739A01015,10,1,10
Motherson Sumi Systems Limited,14-Aug-96,MOTHERSUMI,EQ,INE775A01035,1,1,1
Motilal Oswal Financial Services Limited,11-Sep-07,MOTILALOFS,EQ,INE338I01027,1,1,1
The Motor & General Finance Limited,8-Feb-95,MOTOGENFIN,EQ,INE861B01015,10,1,10
MphasiS Limited,4-Jun-04,MPHASIS,EQ,INE356A01018,10,1,10
MPS Limited,21-Jan-02,MPSLTD,EQ,INE943D01017,10,1,10
MRF Limited,18-Sep-96,MRF,EQ,INE883A01011,10,1,10
MRO-TEK Realty Limited,1-Nov-00,MRO-TEK,EQ,INE398B01018,5,1,5
Mangalore Refinery and Petrochemicals Limited,7-Jan-05,MRPL,EQ,INE103A01014,10,1,10
MSP Steel & Power Limited,18-Jul-05,MSPL,EQ,INE752G01015,10,1,10
MT Educare Limited,12-Apr-12,MTEDUCARE,EQ,INE472M01018,10,1,10
Mahanagar Telephone Nigam Limited,17-Feb-99,MTNL,EQ,INE153A01019,10,1,10
Mukand Engineers Limited,28-Jun-00,MUKANDENGG,EQ,INE022B01014,10,1,10
Mukand Limited,23-Feb-04,MUKANDLTD,EQ,INE304A01026,10,1,10
Mukta Arts Limited,12-Sep-00,MUKTAARTS,EQ,INE374B01019,5,1,5
Munjal Auto Industries Limited,19-Jul-06,MUNJALAU,EQ,INE672B01032,2,1,2
Munjal Showa Limited,12-May-03,MUNJALSHOW,EQ,INE577A01027,2,1,2
Murudeshwar Ceramics Limited,28-May-04,MURUDCERA,EQ,INE692B01014,10,1,10
Muthoot Capital Services Limited,24-Aug-15,MUTHOOTCAP,EQ,INE296G01013,10,1,10
Muthoot Finance Limited,6-May-11,MUTHOOTFIN,EQ,INE414G01012,10,1,10
MVL Limited,30-Jun-08,MVL,EQ,INE744I01034,1,1,1
NACL Industries Limited,7-Apr-17,NACLIND,EQ,INE295D01020,1,1,1
Nagarjuna Fertilizers and Chemicals Limited,15-Jun-16,NAGAFERT,EQ,INE454M01024,1,1,1
Nagarjuna Oil Refinery Limited,28-Mar-12,NAGAROIL,EQ,INE453M01018,1,1,1
Nagreeka Capital & Infrastructure Limited,18-Sep-07,NAGREEKCAP,EQ,INE245I01016,5,1,5
Nagreeka Exports Limited,18-Jun-07,NAGREEKEXP,EQ,INE123B01028,5,1,5
Nahar Capital and Financial Services Limited,11-Mar-08,NAHARCAP,EQ,INE049I01012,5,1,5
Nahar Industrial Enterprises Limited,15-Dec-05,NAHARINDUS,EQ,INE289A01011,10,1,10
Nahar Poly Films Limited,23-Mar-07,NAHARPOLY,EQ,INE308A01027,5,1,5
Nahar Spinning Mills Limited,23-Mar-07,NAHARSPING,EQ,INE290A01027,5,1,5
Natco Pharma Limited,27-Dec-95,NATCOPHARM,EQ,INE987B01026,2,1,2
Nath Bio-Genes (India) Limited,28-Jan-14,NATHBIOGEN,EQ,INE448G01010,10,1,10
National Aluminium Company Limited,28-Apr-99,NATIONALUM,EQ,INE139A01034,5,1,5
National Steel And Agro Industries Limited,26-Sep-02,NATNLSTEEL,EQ,INE088B01015,10,1,10
Info Edge (India) Limited,21-Nov-06,NAUKRI,EQ,INE663F01024,10,1,10
Navin Fluorine International Limited,1-Jun-07,NAVINFLUOR,EQ,INE048G01026,2,1,2
Navkar Corporation Limited,9-Sep-15,NAVKARCORP,EQ,INE278M01019,10,1,10
Navneet Education Limited,8-Feb-95,NAVNETEDUL,EQ,INE060A01024,2,1,2
NBCC (India) Limited,12-Apr-12,NBCC,EQ,INE095N01031,1,1,1
N. B. I. Industrial Finance Company Limited,23-Nov-16,NBIFIN,EQ,INE365I01020,5,1,5
Nava Bharat Ventures Limited,3-Apr-96,NBVENTURES,EQ,INE725A01022,2,1,2
NCC Limited,14-Oct-03,NCC,EQ,INE868B01028,2,1,2
NCL Industries Limited,3-Apr-07,NCLIND,EQ,INE732C01016,10,1,10
Naga Dhunseri Group Limited,29-Aug-16,NDGL,EQ,INE756C01015,10,1,10
Nandan Denim Limited,23-Mar-12,NDL,EQ,INE875G01030,10,1,10
New Delhi Television Limited,19-May-04,NDTV,BE,INE155G01029,4,1,4
North Eastern Carrying Corporation Limited,2-Mar-16,NECCLTD,EQ,INE553C01016,10,1,10
Nectar Lifesciences Limited,18-Jul-05,NECLIFE,EQ,INE023H01027,1,1,1
